key,en,zh-Hans,zh-Hant,ja-JP,ko-KR,ms-MY,th-TH,vi-VN,hi-IN,de-DE,fr-FR,pt-PT,es-ES,it-IT,nl-NL,no-NO,sv-SE,ro-RO,cs-CZ
amount,Amount,金额,金額,金額,금액,Jumlah,จำนวน,Số lượng,राशि,Betrag,Montant,Quantia,Monto,Importo,Bedrag,Beløp,Belopp,Sumka,Částka
withdrawSuccess,Withdraw successful,提现成功,提現成功,出金成功,출금 성공,Pengeluaran Berjaya,ถอนเงินสำเร็จ,Rút tiền thành công,निकासी सफल,Auszahlung erfolgreich,Retrait réussi,Retirada bem-sucedida,Retiro exitoso,Prelievo riuscito,Opname succesvol,Uttak vellykket,Uttag lyckades,Retragere cu succes,Výběr úspěšný
exchangeConfirmation,Confirmation of exchange,兑换确认,兌換確認,交換確認,교환 확인,Pengesahan Pertukaran,การยืนยันการแลกเปลี่ยน,Xác nhận giao dịch,विनिमय की पुष्टि,Tausch bestätigen,Confirmer l’échange,Confirmar conversão,Confirmar intercambio,Conferma cambio,Bevestiging van omwisseling,Bekreft veksling,Bekräfta växling,Confirmare schimb,Změna potvrzena
channel,Channel,渠道,渠道,チャネル,채널,Saluran,ช่องทาง,Kênh,चैनल,Kanal,Canal,Canal,Canal,Canale,Kanaal,Kanal,Kanal,Canal,Kanál
expectedToReceive,Expected to receive,预计收到,預計收到,受取予定額,예상 수령액,Dijangka Terima,คาดว่าจะได้รับ,Dự kiến nhận được,प्राप्त होने की उम्मीद,Voraussichtlich erhalten,Montant estimé,Valor estimado a receber,Monto estimado a recibir,Previsto in arrivo,Geschat ontvangen,Forventet mottatt,Förväntad mottagning,Estimare primire,Očekávaný příjem
securityCheck,Security check in progress..,安全检查中..,安全檢查中..,セキュリティチェック中..,보안 검사 진행 중..,Pemeriksaan keselamatan sedang dijalankan..,กำลังตรวจสอบความปลอดภัย..,Đang kiểm tra bảo mật..,सुरक्षा जांच प्रगति पर है..,Sicherheitsprüfung läuft…,Vérification de sécurité en cours…,Verificação de segurança em andamento…,Verificación de seguridad en curso…,Controllo di sicurezza in corso…,Beveiligingscontrole bezig,Sikkerhetssjekk pågår,Säkerhetskontroll pågår,Verificare de securitate,Kontrola zabezpečení probíhá
withdrawComplete,Withdraw Complete,提现完成,提現完成,出金完了,출금 완료,Pengeluaran Selesai,ถอนเงินเสร็จสิ้น,Hoàn tất rút tiền,निकासी पूर्ण,Auszahlung abgeschlossen,Retrait terminé,Retirada concluída,Retiro completado,Prelievo completato,Opname voltooid,Uttak fullført,Uttag slutförd,Retragere finalizată,Výběr dokončen
withdrawNotice,The profits you withdraw will be deposited into your account.,您提取的收益将存入您的账户。,您提取的收益將存入您的賬戶。,出金した利益はアカウントに振り込まれます。,출금한 수익은 계좌로 입금됩니다.,Keuntungan yang anda keluarkan akan didepositkan ke dalam akaun anda.,กำไรที่คุณถอนจะถูกฝากเข้าบัญชีของคุณ,Lợi nhuận bạn rút sẽ được chuyển vào tài khoản của bạn.,आपके द्वारा निकाला गया लाभ आपके खाते में जमा कर दिया जाएगा।,Ihre abgehobenen Erträge werden Ihrem Konto gutgeschrieben.,Vos gains retirés seront crédités sur votre compte.,Os lucros retirados serão creditados em sua conta.,Las ganancias retiradas se acreditarán en tu cuenta.,I rendimenti prelevati verranno accreditati sul tuo account.,Uw opgenomen opbrengst wordt bijgeschreven op uw account.,Den uttatte inntekten vil bli kreditert din konto.,Din uttagna avkastning kommer att sättas in på ditt konto.,Câștigul retras va fi adăugat în contul dvs.,Váš výběr bude připsán na váš účet.
viewAccount,View Account,查看账户,查看賬戶,アカウントを表示,계정 보기,Lihat Akaun,ดูบัญชี,Xem tài khoản,खाता देखें,Konto anzeigen,Voir le compte,Ver conta,Ver cuenta,Visualizza account,Account bekijken,Se konto,Visa konto,Vedeți contul,Zobrazit účet
accountSettings,Account Settings,账户设置,賬戶設置,アカウント設定,계정 설정,Tetapan Akaun,การตั้งค่าบัญชี,Cài đặt tài khoản,खाता सेटिंग्स,Kontoeinstellungen,Paramètres du compte,Configurações da conta,Configuración de cuenta,Impostazioni account,Accountinstellingen,Kontooppsett,Kontoinställningar,Setări cont,Nastavení účtu
transactionSettings,Transaction Settings,交易设置,交易設置,取引設定,거래 설정,Tetapan Transaksi,การตั้งค่าธุรกรรม,Cài đặt giao dịch,लेन-देन सेटिंग्स,Handelseinstellungen,Paramètres de trading,Configurações de negociação,Configuración de comercio,Impostazioni di trading,Handelsinstellingen,Handelsinnstillinger,Handelsinställningar,Setări tranzacție,Nastavení obchodování
selectLanguage,Select a Language,选择语言,選擇語言,言語を選択,언어 선택,Pilih Bahasa,เลือกภาษา,Chọn ngôn ngữ,भाषा चुनें,Sprache wählen,Choisir la langue,Selecionar idioma,Seleccionar idioma,Seleziona lingua,Taal kiezen,Velg språk,Välj språk,Alegeți limba,Vyberte jazyk
logoutConfirm,Are you sure you want to log out of your current account?,确定要退出当前账户吗？,確定要退出當前賬戶嗎？,現在のアカウントからログアウトしますか？,현재 계정에서 로그아웃하시겠습니까?,Adakah anda pasti ingin log keluar dari akaun semasa?,คุณแน่ใจหรือไม่ว่าต้องการออกจากบัญชีปัจจุบัน?,Bạn có chắc chắn muốn đăng xuất khỏi tài khoản hiện tại?,क्या आप वाकई अपने वर्तमान खाते से लॉग आउट करना चाहते हैं?,Möchten Sie sich wirklich abmelden?,Voulez-vous vraiment vous déconnecter ?,Tem certeza de que deseja sair da conta atual?,¿Está seguro de que desea cerrar sesión?,Sei sicuro di voler uscire dall’account attuale?,Weet u zeker dat u wilt uitloggen?,Er du sikker på at du vil logge ut?,Vill du logga ut från kontot?,Sunteți sigur că doriți să vă deconectați?,Opravdu se chcete odhlásit?
enhanceSecurity,Enhance Security,增强安全,增強安全,セキュリティ強化,보안 강화,Tingkatkan Keselamatan,เพิ่มความปลอดภัย,Tăng cường bảo mật,सुरक्षा बढ़ाएं,Sicherheit verbessern,Sécurité renforcée,Segurança aprimorada,Seguridad mejorada,Sicurezza avanzata,Verbeterde beveiliging,Forbedret sikkerhet,Förbättrad säkerhet,Securitate îmbunătățită,Zvýšené zabezpečení
notOpenYet,Not open yet,尚未开放,尚未開放,まだ公開されていません,아직 오픈되지 않음,Belum Dibuka,ยังไม่เปิด,Chưa mở,अभी तक नहीं खुला,Noch nicht verfügbar,Pas encore disponible,Ainda não disponível,Aún no disponible,Non ancora disponibile,Nog niet beschikbaar,Ikke tilgjengelig ennå,Inte tillgänglig än,Încă indisponibil,Zatím není k dispozici
history,History,历史记录,歷史記錄,履歴,내역,Sejarah,ประวัติ,Lịch sử,इतिहास,Verlauf,Historique,Histórico,Historial,Cronologia,Geschiedenis,Historikk,Historik,Istoric,Historie
deleteAddress,Delete Address,删除地址,刪除地址,アドレス削除,주소 삭제,Padam Alamat,ลบที่อยู่,Xóa địa chỉ,पता हटाएं,Adresse löschen,Supprimer l’adresse,Excluir endereço,Eliminar dirección,Elimina indirizzo,Adres verwijderen,Slett adresse,Radera adress,Șterge adresa,Smazat adresu
deleteAddressConfirm,"Please confirm the deletion of the selected addresses. They can be re-imported after deletion; however, proceed with caution.",请确认删除所选地址。删除后可以重新导入，但请谨慎操作。,請確認刪除所選地址。刪除後可以重新導入，但請謹慎操作。,選択したアドレスの削除を確認してください。削除後も再インポート可能ですが、慎重に操作してください。,선택한 주소 삭제를 확인하십시오. 삭제 후 다시 가져올 수 있지만 주의해서 진행하십시오.,"Sahkan pemadaman alamat yang dipilih. Ia boleh diimport semula selepas pemadaman; namun, teruskan dengan berhati-hati.",โปรดยืนยันการลบที่อยู่ที่เลือก สามารถนำเข้ากลับมาได้หลังการลบ แต่โปรดดำเนินการด้วยความระมัดระวัง,"Vui lòng xác nhận xóa các địa chỉ đã chọn. Chúng có thể được nhập lại sau khi xóa; tuy nhiên, hãy thận trọng.","कृपया चयनित पतों को हटाने की पुष्टि करें। हटाने के बाद उन्हें फिर से आयात किया जा सकता है; हालांकि, सावधानी से आगे बढ़ें।",Bitte bestätigen Sie das Löschen der ausgewählten Adresse. Sie kann später erneut importiert werden – bitte mit Vorsicht verwenden.,"Veuillez confirmer la suppression de l’adresse sélectionnée. Elle pourra être réimportée ultérieurement, mais agissez avec prudence.","Confirme a exclusão do endereço selecionado. Pode ser reimportado, mas proceda com cautela.","Por favor, confirme la eliminación de la dirección seleccionada. Puede volver a importarse, pero proceda con precaución.","Conferma l’eliminazione dell’indirizzo selezionato. Potrai reimportarlo, ma procedi con cautela.","Bevestig het verwijderen van het geselecteerde adres. Het kan opnieuw worden geïmporteerd, maar wees voorzichtig.","Bekreft sletting av valgt adresse. Det kan importeres på nytt, men vær forsiktig.",Bekräfta raderingen av vald adress. Det kan importeras igen men var försiktig.,Confirmați ștergerea adresei selectate. Poate fi reimportată ulterior.,"Potvrďte smazání vybrané adresy. Lze ji znovu importovat, ale buďte opatrní."
vipEarningsLimit,VIP earnings limit,VIP收益上限,VIP收益上限,VIP収益上限,VIP 수익 한도,Had Pendapatan VIP,ขีดจำกัดรายได้ VIP,Giới hạn thu nhập VIP,VIP लाभ सीमा,VIP-Ertragslimit,Plafond de gains VIP,Limite de ganhos VIP,Límite de ganancias VIP,Limite dei guadagni VIP,VIP opbrengstlimiet,VIP-inntektsgrense,VIP-intäktsgräns,Limit câștiguri VIP,VIP limit příjmů
excludedEarningsNote,Does not include earnings obtained by users through purchasing fund products,不包含用户通过购买基金产品所获得的收益,不包含用戶通過購買基金產品所獲得的收益,ユーザーがファンド商品購入で得た収益は含まれません,사용자가 펀드 상품 구매를 통해 얻은 수익은 포함되지 않습니다,Tidak termasuk pendapatan yang diperoleh pengguna melalui pembelian produk dana,ไม่รวมรายได้ที่ผู้ใช้ได้รับจากการซื้อผลิตภัณฑ์กองทุน,Không bao gồm thu nhập người dùng nhận được thông qua việc mua sản phẩm quỹ,उपयोगकर्ता ने निवेश किए गए सभी निवेशों के लिए लाभ नहीं मिलेगा,Einnahmen aus dem Fondsinvestment sind nicht enthalten,N’inclut pas les revenus provenant de l’achat de produits de fonds,Não inclui os lucros obtidos com a compra de fundos,No incluye las ganancias generadas por compra de fondos,Non include i profitti ottenuti dagli investimenti nei fondi,Exclusief opbrengsten via fondsproducten,Inntekter fra fondsprodukter er ikke inkludert,Intäkter från fondköp ingår ej,Nu include câștiguri din fonduri,Nevztahuje se na výnosy z fondů
